AltAGL,E1 RPM,IAS,LatAc,NormAc,Pitch,Roll
3.0,963.5,0.0,-0.01,-0.01,1.92,0.74
3.0,960.6,0.0,-0.01,-0.01,1.9,0.73
3.0,965.6,0.0,-0.01,0.01,1.92,0.73
4.0,979.2,0.0,-0.01,-0.01,1.89,0.75
4.0,974.2,0.0,-0.02,0.01,1.87,0.71
5.0,971.0,0.0,-0.01,-0.03,1.85,0.75
5.0,975.2,0.0,-0.01,0.01,1.91,0.73
6.0,974.0,0.0,-0.01,0.01,1.9,0.67
6.0,973.0,0.0,-0.01,0.0,1.89,0.7
4.0,968.6,0.0,-0.01,0.0,1.89,0.75
4.0,969.0,0.0,-0.01,-0.05,1.87,0.74
3.0,964.3,0.0,-0.01,0.03,1.97,0.74
2.0,956.4,0.0,-0.01,-0.02,1.94,0.77
2.0,954.2,0.0,-0.02,0.02,1.99,0.71
2.0,960.3,0.0,-0.01,-0.03,1.9,0.77
3.0,960.5,0.0,-0.01,-0.01,1.9,0.8
3.0,965.8,0.0,-0.02,0.01,1.93,0.74
5.0,968.7,0.0,-0.01,-0.01,1.9,0.76
5.0,978.2,0.0,-0.01,0.0,1.92,0.73
5.0,979.1,0.0,-0.01,0.0,1.9,0.76
4.0,983.3,0.0,-0.02,0.0,1.88,0.75
4.0,985.4,0.0,-0.01,0.0,1.89,0.73
3.0,979.1,0.0,-0.01,0.0,1.89,0.74
3.0,982.3,0.0,-0.01,0.0,1.88,0.7
3.0,985.2,0.0,0.0,0.02,1.89,0.69
3.0,982.8,0.0,-0.02,-0.02,1.9,0.71
4.0,980.8,0.0,-0.02,0.0,1.91,0.71
4.0,979.8,0.0,-0.01,-0.01,1.89,0.66
5.0,973.9,0.0,-0.01,0.01,1.89,0.68
5.0,972.2,0.0,-0.01,0.01,1.92,0.64
5.0,974.6,0.0,-0.01,0.0,1.92,0.62
5.0,973.7,0.0,-0.01,-0.01,1.91,0.67
3.0,974.7,0.0,0.0,0.0,1.92,0.66
3.0,971.6,0.0,-0.02,0.01,1.93,0.68
2.0,972.8,0.0,-0.01,0.01,1.9,0.73
1.0,967.8,0.0,-0.01,0.0,1.9,0.68
1.0,973.2,0.0,0.0,-0.01,1.88,0.71
1.0,971.5,0.0,-0.01,-0.04,1.87,0.7
2.0,967.3,0.0,-0.02,0.03,1.9,0.68
3.0,962.4,0.0,-0.01,-0.02,1.9,0.7
4.0,964.4,0.0,-0.01,0.0,1.89,0.69
4.0,965.8,0.0,-0.02,0.01,1.88,0.68
4.0,974.3,0.0,0.0,0.01,1.92,0.75
4.0,978.9,0.0,-0.02,-0.02,1.87,0.7
3.0,980.7,0.0,-0.01,-0.01,1.86,0.69
3.0,980.3,0.0,-0.01,0.01,1.88,0.71
2.0,979.3,0.0,-0.02,0.0,1.89,0.71
2.0,976.3,0.0,-0.01,-0.01,1.88,0.74
2.0,982.6,0.0,-0.01,-0.01,1.82,0.76
2.0,981.9,0.0,-0.01,-0.03,1.87,0.71
3.0,985.3,0.0,-0.01,0.0,1.9,0.76
3.0,986.0,0.0,-0.02,0.01,1.9,0.73
3.0,985.3,0.0,0.0,-0.01,1.9,0.71
3.0,981.5,0.0,0.0,0.0,1.91,0.69
3.0,976.9,0.0,-0.01,0.01,1.91,0.7
3.0,975.5,0.0,-0.01,-0.01,1.9,0.68
2.0,971.3,0.0,-0.01,0.02,1.96,0.69
1.0,962.4,0.0,-0.01,0.0,1.94,0.74
1.0,959.4,0.0,-0.01,0.0,1.93,0.74
0.0,955.9,0.0,-0.01,0.01,1.96,0.7
0.0,962.3,0.0,-0.02,0.0,1.94,0.69
2.0,964.4,0.0,0.0,-0.01,1.94,0.68
3.0,965.4,0.0,-0.01,0.0,1.94,0.68
3.0,960.0,0.0,-0.02,0.01,1.98,0.68
4.0,963.7,0.0,-0.01,0.0,1.96,0.68
4.0,968.6,0.0,-0.01,0.01,2.0,0.66
4.0,972.6,0.0,-0.01,0.0,1.99,0.65
3.0,971.9,0.0,-0.01,0.0,1.98,0.64
3.0,970.1,0.0,-0.01,0.0,1.97,0.66
3.0,974.6,0.0,-0.01,0.0,1.97,0.67
3.0,974.4,0.0,-0.02,0.0,2.01,0.67
3.0,964.8,0.0,-0.01,0.01,1.99,0.71
3.0,963.2,0.0,-0.02,0.01,2.0,0.75
2.0,961.3,0.0,-0.01,0.0,1.99,0.71
2.0,962.3,0.0,-0.02,0.01,2.01,0.7
2.0,963.6,0.0,-0.01,0.01,2.0,0.7
2.0,967.7,0.0,-0.01,-0.01,1.97,0.68
2.0,972.6,0.0,-0.01,0.01,1.99,0.65
3.0,970.3,0.0,-0.01,0.01,1.99,0.67
3.0,965.7,0.0,0.0,0.0,1.99,0.69
3.0,965.9,0.0,-0.01,-0.01,1.97,0.68
3.0,967.1,0.0,-0.01,0.0,1.98,0.67
3.0,965.4,0.0,-0.01,0.0,1.97,0.68
3.0,967.5,0.0,-0.01,0.0,1.98,0.67
2.0,972.2,0.0,-0.02,0.0,1.97,0.67
2.0,971.0,0.0,-0.01,0.0,1.91,0.71
2.0,971.3,0.0,-0.02,0.0,1.96,0.69
2.0,972.1,0.0,-0.01,-0.01,1.94,0.68
2.0,973.7,0.0,0.0,-0.02,1.93,0.68
2.0,974.0,0.0,-0.01,0.0,1.96,0.67
2.0,972.3,0.0,0.0,0.0,1.96,0.7
3.0,971.5,0.0,-0.01,0.0,1.98,0.68
3.0,971.4,0.0,-0.01,-0.01,1.94,0.67
4.0,974.0,0.0,-0.01,0.0,1.96,0.73
4.0,977.6,0.0,-0.02,0.0,1.93,0.71
